Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
44,'170,Colombia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,2.893,E
44,'170,Colombia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,2.932,E
44,'170,Colombia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,3.08,E
44,'170,Colombia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,3.301,E
44,'170,Colombia,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.548,E
44,'170,Colombia,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.798,E
44,'170,Colombia,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.262,E
44,'170,Colombia,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.617,E
44,'170,Colombia,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.492,E
44,'170,Colombia,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.146,E
44,'170,Colombia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,24.8,E
44,'170,Colombia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,24.3,E
44,'170,Colombia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,25.4,E
44,'170,Colombia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,33.7,E
44,'170,Colombia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,31.3,E
44,'170,Colombia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,12.0,E
44,'170,Colombia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,12.0,E
44,'170,Colombia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,12.7,E
44,'170,Colombia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,17.2,E
44,'170,Colombia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,16.1,E
46,'178,Congo,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,3.343,E
46,'178,Congo,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,3.385,E
46,'178,Congo,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,3.365,E
46,'178,Congo,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,3.421,E
46,'178,Congo,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,3.626,E
46,'178,Congo,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.532,E
46,'178,Congo,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.633,E
46,'178,Congo,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.224,E
46,'178,Congo,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,1.12,E
46,'178,Congo,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.733,E
46,'178,Congo,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.1,E
46,'178,Congo,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,88.6,E
46,'178,Congo,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,90.0,E
46,'178,Congo,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,90.0,E
46,'178,Congo,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,90.8,E
46,'178,Congo,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,91.5,E
46,'178,Congo,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,4.7,E
46,'178,Congo,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,4.9,E
46,'178,Congo,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,5.0,E
46,'178,Congo,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,5.2,E
46,'178,Congo,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,5.3,E
48,'188,Costa Rica,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,3.961,E
48,'188,Costa Rica,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,4.0,E
48,'188,Costa Rica,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,4.048,E
48,'188,Costa Rica,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,3.889,E
48,'188,Costa Rica,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,3.925,E
48,'188,Costa Rica,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.617,E
48,'188,Costa Rica,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.863,E
48,'188,Costa Rica,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.411,E
48,'188,Costa Rica,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,1.388,E
48,'188,Costa Rica,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.587,E
48,'188,Costa Rica,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.094,E
48,'188,Costa Rica,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,16.0,E
48,'188,Costa Rica,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,16.3,E
48,'188,Costa Rica,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,16.3,E
48,'188,Costa Rica,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,21.0,E
48,'188,Costa Rica,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,14.2,E
48,'188,Costa Rica,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,0.8,E
48,'188,Costa Rica,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,0.8,E
48,'188,Costa Rica,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,0.8,E
48,'188,Costa Rica,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,1.1,E
48,'188,Costa Rica,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,0.7,E
107,'384,Côte d'Ivoire,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,3.273,E
107,'384,Côte d'Ivoire,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,3.357,E
107,'384,Côte d'Ivoire,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,3.506,E
107,'384,Côte d'Ivoire,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,3.61,E
107,'384,Côte d'Ivoire,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,3.909,E
107,'384,Côte d'Ivoire,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.434,E
107,'384,Côte d'Ivoire,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,1.111,E
107,'384,Côte d'Ivoire,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.149,E
107,'384,Côte d'Ivoire,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,1.041,E
107,'384,Côte d'Ivoire,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.39,E
107,'384,Côte d'Ivoire,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.148,E
107,'384,Côte d'Ivoire,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,77.7,E
107,'384,Côte d'Ivoire,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,73.4,E
107,'384,Côte d'Ivoire,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,72.0,E
107,'384,Côte d'Ivoire,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,72.8,E
107,'384,Côte d'Ivoire,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,72.9,E
107,'384,Côte d'Ivoire,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,19.3,E
107,'384,Côte d'Ivoire,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,18.7,E
107,'384,Côte d'Ivoire,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,18.8,E
107,'384,Côte d'Ivoire,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,19.5,E
107,'384,Côte d'Ivoire,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,20.0,E
98,'191,Croatia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,4.168,E
98,'191,Croatia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,4.22,E
98,'191,Croatia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,4.273,E
98,'191,Croatia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,4.301,E
98,'191,Croatia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,4.29,E
98,'191,Croatia,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.496,E
98,'191,Croatia,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.955,E
98,'191,Croatia,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.556,E
98,'191,Croatia,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,1.138,E
98,'191,Croatia,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.95,E
98,'191,Croatia,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.073,E
98,'191,Croatia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,6.2,E
98,'191,Croatia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,4.1,E
98,'191,Croatia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,3.4,E
98,'191,Croatia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,3.3,E
98,'191,Croatia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,1.8,E
98,'191,Croatia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,0.3,E
98,'191,Croatia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,0.2,E
98,'191,Croatia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,0.1,E
98,'191,Croatia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,0.1,E
98,'191,Croatia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,0.1,E
279,'531,Curaçao,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,2.866,E
279,'531,Curaçao,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,2.988,E
279,'531,Curaçao,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,3.144,E
279,'531,Curaçao,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,3.236,E
279,'531,Curaçao,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,3.495,E
279,'531,Curaçao,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.607,E
279,'531,Curaçao,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.673,E
279,'531,Curaçao,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.295,E
279,'531,Curaçao,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.711,E
279,'531,Curaçao,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.466,E
279,'531,Curaçao,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.114,E
279,'531,Curaçao,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,,O
279,'531,Curaçao,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,,O
279,'531,Curaçao,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,,O
279,'531,Curaçao,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,,O
279,'531,Curaçao,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,,O
279,'531,Curaçao,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,,O
279,'531,Curaçao,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,,O
279,'531,Curaçao,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,,O
279,'531,Curaçao,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,,O
279,'531,Curaçao,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,,O
50,'196,Cyprus,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,2.846,E
50,'196,Cyprus,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,2.88,E
50,'196,Cyprus,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,2.947,E
50,'196,Cyprus,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,2.991,E
50,'196,Cyprus,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,2.955,E
50,'196,Cyprus,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.416,E
50,'196,Cyprus,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.697,E
50,'196,Cyprus,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.279,E
50,'196,Cyprus,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.65,E
50,'196,Cyprus,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.724,E
50,'196,Cyprus,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.08,E
50,'196,Cyprus,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,0.1,E
50,'196,Cyprus,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,0.1,E
50,'196,Cyprus,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,0.3,E
50,'196,Cyprus,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,0.1,E
50,'196,Cyprus,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,0.0,E
50,'196,Cyprus,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,0.0,E
50,'196,Cyprus,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,0.0,E
50,'196,Cyprus,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,0.0,E
50,'196,Cyprus,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,0.0,E
50,'196,Cyprus,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,0.0,E
167,'203,Czechia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,2.899,E
167,'203,Czechia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,2.921,E
167,'203,Czechia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,3.025,E
167,'203,Czechia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,3.003,E
167,'203,Czechia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,2.985,E
167,'203,Czechia,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.297,E
167,'203,Czechia,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.7,E
167,'203,Czechia,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.377,E
167,'203,Czechia,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.757,E
167,'203,Czechia,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.693,E
167,'203,Czechia,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.076,E
167,'203,Czechia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,0.2,E
167,'203,Czechia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,0.1,E
167,'203,Czechia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,0.2,E
167,'203,Czechia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,0.1,E
167,'203,Czechia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,0.1,E
167,'203,Czechia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,0.0,E
167,'203,Czechia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,0.0,E
167,'203,Czechia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,0.0,E
167,'203,Czechia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,0.0,E
167,'203,Czechia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,0.0,E
250,'180,Democratic Republic of the Congo,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,2.921,E
250,'180,Democratic Republic of the Congo,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,2.58,E
250,'180,Democratic Republic of the Congo,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,2.393,E
250,'180,Democratic Republic of the Congo,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,2.242,E
250,'180,Democratic Republic of the Congo,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,2.253,E
250,'180,Democratic Republic of the Congo,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.383,E
250,'180,Democratic Republic of the Congo,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,1.207,E
250,'180,Democratic Republic of the Congo,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.136,E
250,'180,Democratic Republic of the Congo,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.804,E
250,'180,Democratic Republic of the Congo,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.315,E
250,'180,Democratic Republic of the Congo,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.076,E
250,'180,Democratic Republic of the Congo,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,94.2,E
250,'180,Democratic Republic of the Congo,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,91.0,E
250,'180,Democratic Republic of the Congo,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,88.9,E
250,'180,Democratic Republic of the Congo,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,87.1,E
250,'180,Democratic Republic of the Congo,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,85.5,E
250,'180,Democratic Republic of the Congo,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,79.4,E
250,'180,Democratic Republic of the Congo,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,79.3,E
250,'180,Democratic Republic of the Congo,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,79.9,E
250,'180,Democratic Republic of the Congo,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,80.9,E
250,'180,Democratic Republic of the Congo,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,82.0,E
54,'208,Denmark,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,2.376,E
54,'208,Denmark,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,2.44,E
54,'208,Denmark,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,2.491,E
54,'208,Denmark,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,2.508,E
54,'208,Denmark,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,2.5,E
54,'208,Denmark,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.235,E
54,'208,Denmark,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.498,E
54,'208,Denmark,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.263,E
54,'208,Denmark,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.78,E
54,'208,Denmark,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.546,E
54,'208,Denmark,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.053,E
54,'208,Denmark,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,0.2,E
54,'208,Denmark,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,0.2,E
54,'208,Denmark,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,0.4,E
54,'208,Denmark,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,0.3,E
54,'208,Denmark,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,0.2,E
54,'208,Denmark,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,0.0,E
54,'208,Denmark,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,0.0,E
54,'208,Denmark,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,0.0,E
54,'208,Denmark,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,0.0,E
54,'208,Denmark,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,0.0,E
72,'262,Djibouti,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,2.797,E
72,'262,Djibouti,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,2.866,E
72,'262,Djibouti,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,2.985,E
72,'262,Djibouti,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,3.112,E
72,'262,Djibouti,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,3.25,E
72,'262,Djibouti,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.449,E
72,'262,Djibouti,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.988,E
72,'262,Djibouti,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.165,E
72,'262,Djibouti,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.529,E
72,'262,Djibouti,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.556,E
72,'262,Djibouti,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.111,E
72,'262,Djibouti,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,65.8,E
72,'262,Djibouti,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,66.4,E
72,'262,Djibouti,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,65.2,E
72,'262,Djibouti,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,66.7,E
72,'262,Djibouti,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,65.3,E
72,'262,Djibouti,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,0.7,E
72,'262,Djibouti,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,0.7,E
72,'262,Djibouti,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,0.7,E
72,'262,Djibouti,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,0.7,E
72,'262,Djibouti,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,0.7,E
55,'212,Dominica,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,4.0,E
55,'212,Dominica,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,4.146,E
55,'212,Dominica,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,4.236,E
55,'212,Dominica,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,4.345,E
55,'212,Dominica,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,4.561,E
55,'212,Dominica,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.764,E
55,'212,Dominica,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.841,E
55,'212,Dominica,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.363,E
55,'212,Dominica,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,1.226,E
55,'212,Dominica,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.66,E
55,'212,Dominica,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.146,E
55,'212,Dominica,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,,O
55,'212,Dominica,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,,O
